Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
home | santang3 | scratch | glue | results | qc | qualimap | Kyoto_5_8_qualimap_bamqc | Kyoto_5_8	/home/santang3/scratch/glue/results/bam/final/Kyoto_5_8_merged_sorted_dupsMarked.bam	6582022.0	583568.0	41533671.0	41461214.0	46495.3127	21.0	6.528	0.0179	0.0452	8.86609008599485
home | santang3 | scratch | glue | results | qc | qualimap | Kyoto_5_9_qualimap_bamqc | Kyoto_5_9	/home/santang3/scratch/glue/results/bam/final/Kyoto_5_9_merged_sorted_dupsMarked.bam	8798492.0	691488.0	41497853.0	41433960.0	35881.0636	20.0	6.5988	0.0171	0.0451	7.859164956903979
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_1_11_qualimap_bamqc | Landshut_1_11	/home/santang3/scratch/glue/results/bam/final/Landshut_1_11_merged_sorted_dupsMarked.bam	13350660.0	12447244.0	1762138631.0	1757758068.0	158330.7618	251.0	13.9965	0.0183	1.9157	93.23317349104838
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_1_14_qualimap_bamqc | Landshut_1_14	/home/santang3/scratch/glue/results/bam/final/Landshut_1_14_merged_sorted_dupsMarked.bam	6457893.0	5834885.0	783692125.0	781994059.0	156647.0236	208.0	13.131	0.0191	0.852	90.35276676154281
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_1_15_qualimap_bamqc | Landshut_1_15	/home/santang3/scratch/glue/results/bam/final/Landshut_1_15_merged_sorted_dupsMarked.bam	8874302.0	8236875.0	1113055455.0	1110553377.0	181402.1582	190.0	13.0473	0.0201	1.2101	92.81715902839457
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_1_18_qualimap_bamqc | Landshut_1_18	/home/santang3/scratch/glue/results/bam/final/Landshut_1_18_merged_sorted_dupsMarked.bam	11472690.0	10980121.0	1435289267.0	1432215837.0	183538.1328	153.0	12.5613	0.0203	1.5604	95.70659540177587
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_1_1_qualimap_bamqc | Landshut_1_1	/home/santang3/scratch/glue/results/bam/final/Landshut_1_1_merged_sorted_dupsMarked.bam	10106292.0	9687072.0	1273603732.0	1270723099.0	148145.6834	165.0	12.9049	0.0198	1.3846	95.85189107933948
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_1_4_qualimap_bamqc | Landshut_1_4	/home/santang3/scratch/glue/results/bam/final/Landshut_1_4_merged_sorted_dupsMarked.bam	11872148.0	11486012.0	1537249030.0	1533580157.0	114140.9504	173.0	13.671	0.0186	1.6712	96.74754728461943
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_1_5_qualimap_bamqc | Landshut_1_5	/home/santang3/scratch/glue/results/bam/final/Landshut_1_5_merged_sorted_dupsMarked.bam	8393603.0	7741345.0	1027073144.0	1024955752.0	127407.0501	164.0	13.0515	0.0191	1.1166	92.22910590362685
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_1_7_qualimap_bamqc | Landshut_1_7	/home/santang3/scratch/glue/results/bam/final/Landshut_1_7_merged_sorted_dupsMarked.bam	11761903.0	11206873.0	1454414543.0	1451600732.0	87716.611	155.0	13.1437	0.0181	1.5812	95.28112075061324
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_1_8_qualimap_bamqc | Landshut_1_8	/home/santang3/scratch/glue/results/bam/final/Landshut_1_8_merged_sorted_dupsMarked.bam	5422716.0	5229532.0	711961025.0	710538934.0	169676.2983	174.0	12.8404	0.0194	0.774	96.43750474854298
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_1_9_qualimap_bamqc | Landshut_1_9	/home/santang3/scratch/glue/results/bam/final/Landshut_1_9_merged_sorted_dupsMarked.bam	8924186.0	8323969.0	1106836593.0	1104493587.0	174964.119	181.0	13.0374	0.0199	1.2033	93.27426613474887
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_2_12_qualimap_bamqc | Landshut_2_12	/home/santang3/scratch/glue/results/bam/final/Landshut_2_12_merged_sorted_dupsMarked.bam	13791107.0	13306553.0	1777858170.0	1774115556.0	140662.2591	176.0	13.8141	0.019	1.9328	96.48647494359952
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_2_15_qualimap_bamqc | Landshut_2_15	/home/santang3/scratch/glue/results/bam/final/Landshut_2_15_merged_sorted_dupsMarked.bam	147925.0	104179.0	13856786.0	13826301.0	125548.1022	182.0	4.4385	0.0202	0.0151	70.42690552644922
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_2_17_qualimap_bamqc | Landshut_2_17	/home/santang3/scratch/glue/results/bam/final/Landshut_2_17_merged_sorted_dupsMarked.bam	7438534.0	6607636.0	880370247.0	878346942.0	141990.8399	176.0	12.9764	0.0197	0.9571	88.82981512217327
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_2_19_qualimap_bamqc | Landshut_2_19	/home/santang3/scratch/glue/results/bam/final/Landshut_2_19_merged_sorted_dupsMarked.bam	10694493.0	8755157.0	1058846718.0	1056537968.0	111027.8206	144.0	12.547	0.0189	1.1511	81.86603142383655
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_2_20_qualimap_bamqc | Landshut_2_20	/home/santang3/scratch/glue/results/bam/final/Landshut_2_20_merged_sorted_dupsMarked.bam	8887179.0	8460132.0	1115359431.0	1113171145.0	110073.9636	154.0	12.6849	0.0185	1.2126	95.19479690912043
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_2_2_qualimap_bamqc | Landshut_2_2	/home/santang3/scratch/glue/results/bam/final/Landshut_2_2_merged_sorted_dupsMarked.bam	5309018.0	5184962.0	720073610.0	718503571.0	237782.7997	221.0	12.5621	0.0213	0.7828	97.66329667746464
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_2_6_qualimap_bamqc | Landshut_2_6	/home/santang3/scratch/glue/results/bam/final/Landshut_2_6_merged_sorted_dupsMarked.bam	6434894.0	5696315.0	747645213.0	746014961.0	137753.7323	175.0	12.5661	0.0195	0.8128	88.52228179671646
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_2_7_qualimap_bamqc | Landshut_2_7	/home/santang3/scratch/glue/results/bam/final/Landshut_2_7_merged_sorted_dupsMarked.bam	8669974.0	8363291.0	1135297160.0	1132844735.0	175110.9404	195.0	13.2545	0.0196	1.2342	96.4626998881427
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_2_8_qualimap_bamqc | Landshut_2_8	/home/santang3/scratch/glue/results/bam/final/Landshut_2_8_merged_sorted_dupsMarked.bam	16273945.0	14984285.0	1889716701.0	1885989925.0	121288.0047	134.0	12.17	0.0188	2.0544	92.07530810753016
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_3_11_qualimap_bamqc | Landshut_3_11	/home/santang3/scratch/glue/results/bam/final/Landshut_3_11_merged_sorted_dupsMarked.bam	8643098.0	8248148.0	1130441654.0	1127928246.0	152188.9057	217.0	13.5838	0.0193	1.229	95.43045792145362
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_3_16_qualimap_bamqc | Landshut_3_16	/home/santang3/scratch/glue/results/bam/final/Landshut_3_16_merged_sorted_dupsMarked.bam	10818781.0	10569393.0	1302739633.0	1300359433.0	37081.5864	127.0	12.7315	0.0172	1.4163	97.69486044684702
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_3_18_qualimap_bamqc | Landshut_3_18	/home/santang3/scratch/glue/results/bam/final/Landshut_3_18_merged_sorted_dupsMarked.bam	11849920.0	11048583.0	1440403702.0	1437449742.0	120972.0129	151.0	13.1646	0.0188	1.5659	93.23761679403742
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_3_1_qualimap_bamqc | Landshut_3_1	/home/santang3/scratch/glue/results/bam/final/Landshut_3_1_merged_sorted_dupsMarked.bam	112639.0	89213.0	12057115.0	12029671.0	149153.3746	215.0	4.3054	0.0211	0.0131	79.20258525022416
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_3_20_qualimap_bamqc | Landshut_3_20	/home/santang3/scratch/glue/results/bam/final/Landshut_3_20_merged_sorted_dupsMarked.bam	7483151.0	7271526.0	912039570.0	910493308.0	33905.4485	130.0	12.564	0.017	0.9915	97.17198009234346
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_3_2_qualimap_bamqc | Landshut_3_2	/home/santang3/scratch/glue/results/bam/final/Landshut_3_2_merged_sorted_dupsMarked.bam	6445701.0	5547702.0	755358586.0	753695049.0	165949.6918	246.0	12.9563	0.0197	0.8212	86.06824920982218
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_3_3_qualimap_bamqc | Landshut_3_3	/home/santang3/scratch/glue/results/bam/final/Landshut_3_3_merged_sorted_dupsMarked.bam	6393377.0	5538066.0	768788032.0	766975872.0	178341.4388	237.0	12.9976	0.0198	0.8358	86.6219214039779
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_3_5_qualimap_bamqc | Landshut_3_5	/home/santang3/scratch/glue/results/bam/final/Landshut_3_5_merged_sorted_dupsMarked.bam	5720610.0	4663777.0	641176047.0	639817875.0	130283.5893	212.0	12.7312	0.0191	0.6971	81.52586874476673
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_3_6_qualimap_bamqc | Landshut_3_6	/home/santang3/scratch/glue/results/bam/final/Landshut_3_6_merged_sorted_dupsMarked.bam	2607568.0	2212108.0	293431468.0	292883837.0	88611.1018	157.0	11.5079	0.0184	0.319	84.83414430611205
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_3_8_qualimap_bamqc | Landshut_3_8	/home/santang3/scratch/glue/results/bam/final/Landshut_3_8_merged_sorted_dupsMarked.bam	19978942.0	18008940.0	2387345725.0	2381961408.0	136369.1374	168.0	13.5247	0.0194	2.5954	90.13960799325609
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_47_10_qualimap_bamqc | Landshut_47_10	/home/santang3/scratch/glue/results/bam/final/Landshut_47_10_merged_sorted_dupsMarked.bam	5698457.0	5320047.0	694657509.0	693341944.0	96453.8813	156.0	12.9249	0.018	0.7552	93.35943045634984
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_47_14_qualimap_bamqc | Landshut_47_14	/home/santang3/scratch/glue/results/bam/final/Landshut_47_14_merged_sorted_dupsMarked.bam	7473793.0	7279793.0	994543010.0	992273904.0	163775.5796	166.0	13.1365	0.0202	1.0812	97.40426313653589
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_47_16_qualimap_bamqc | Landshut_47_16	/home/santang3/scratch/glue/results/bam/final/Landshut_47_16_merged_sorted_dupsMarked.bam	4981679.0	3778503.0	498482634.0	497522136.0	123187.1546	183.0	12.4432	0.0184	0.5419	75.84798217629036
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_47_17_qualimap_bamqc | Landshut_47_17	/home/santang3/scratch/glue/results/bam/final/Landshut_47_17_merged_sorted_dupsMarked.bam	5007410.0	4468283.0	604687694.0	603396145.0	155817.4718	196.0	13.1073	0.0197	0.6574	89.23341607737333
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_47_19_qualimap_bamqc | Landshut_47_19	/home/santang3/scratch/glue/results/bam/final/Landshut_47_19_merged_sorted_dupsMarked.bam	5144721.0	4820716.0	665820262.0	664384375.0	129913.3945	201.0	13.2752	0.0187	0.7239	93.70218521082096
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_47_1_qualimap_bamqc | Landshut_47_1	/home/santang3/scratch/glue/results/bam/final/Landshut_47_1_merged_sorted_dupsMarked.bam	11517126.0	11052516.0	1479267961.0	1476056387.0	139653.4612	162.0	13.3769	0.019	1.6082	95.96592066458247
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_47_20_qualimap_bamqc | Landshut_47_20	/home/santang3/scratch/glue/results/bam/final/Landshut_47_20_merged_sorted_dupsMarked.bam	4293063.0	4001947.0	539403026.0	538273038.0	127831.0491	199.0	12.5802	0.0187	0.5864	93.21892084975227
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_47_2_qualimap_bamqc | Landshut_47_2	/home/santang3/scratch/glue/results/bam/final/Landshut_47_2_merged_sorted_dupsMarked.bam	4544639.0	4281872.0	598324707.0	596924196.0	165714.5179	234.0	13.0388	0.0185	0.6505	94.2180886094583
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_47_7_qualimap_bamqc | Landshut_47_7	/home/santang3/scratch/glue/results/bam/final/Landshut_47_7_merged_sorted_dupsMarked.bam	11014304.0	9251106.0	1178899279.0	1176328017.0	82717.3688	162.0	13.5907	0.0179	1.2816	83.99174382693631
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_48_13_qualimap_bamqc | Landshut_48_13	/home/santang3/scratch/glue/results/bam/final/Landshut_48_13_merged_sorted_dupsMarked.bam	3858747.0	3572036.0	485058010.0	483979560.0	145426.3046	205.0	12.2229	0.0194	0.5273	92.56984197201838
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_48_15_qualimap_bamqc | Landshut_48_15	/home/santang3/scratch/glue/results/bam/final/Landshut_48_15_merged_sorted_dupsMarked.bam	933032.0	870974.0	118082495.0	117870263.0	95302.6025	171.0	9.9719	0.0186	0.1284	93.34878117792316
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_48_16_qualimap_bamqc | Landshut_48_16	/home/santang3/scratch/glue/results/bam/final/Landshut_48_16_merged_sorted_dupsMarked.bam	2026549.0	1873045.0	252807230.0	252305084.0	123418.8471	208.0	11.5742	0.0188	0.2748	92.42534969546752
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_48_19_qualimap_bamqc | Landshut_48_19	/home/santang3/scratch/glue/results/bam/final/Landshut_48_19_merged_sorted_dupsMarked.bam	2265523.0	2030681.0	270681931.0	270183639.0	97863.5574	170.0	11.0643	0.0184	0.2943	89.63409331973236
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_48_3_qualimap_bamqc | Landshut_48_3	/home/santang3/scratch/glue/results/bam/final/Landshut_48_3_merged_sorted_dupsMarked.bam	6258683.0	5708227.0	770248159.0	768531013.0	113911.847	184.0	12.7724	0.0192	0.8374	91.20492282481794
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_48_4_qualimap_bamqc | Landshut_48_4	/home/santang3/scratch/glue/results/bam/final/Landshut_48_4_merged_sorted_dupsMarked.bam	8770398.0	8317899.0	1146973329.0	1144365782.0	122566.501	189.0	13.506	0.0193	1.2469	94.8406104261175
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_48_6_qualimap_bamqc | Landshut_48_6	/home/santang3/scratch/glue/results/bam/final/Landshut_48_6_merged_sorted_dupsMarked.bam	13496426.0	12830544.0	1394166846.0	1391800193.0	46720.8556	105.0	11.3442	0.0168	1.5157	95.0662345720267
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_48_8_qualimap_bamqc | Landshut_48_8	/home/santang3/scratch/glue/results/bam/final/Landshut_48_8_merged_sorted_dupsMarked.bam	14533363.0	13845660.0	1658545745.0	1655699351.0	41798.4902	121.0	12.1528	0.0175	1.8031	95.26810828298997
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_48_9_qualimap_bamqc | Landshut_48_9	/home/santang3/scratch/glue/results/bam/final/Landshut_48_9_merged_sorted_dupsMarked.bam	6035295.0	5733217.0	784794405.0	783116936.0	159716.9779	255.0	12.7727	0.0195	0.8532	94.99480969861457
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_49_10_qualimap_bamqc | Landshut_49_10	/home/santang3/scratch/glue/results/bam/final/Landshut_49_10_merged_sorted_dupsMarked.bam	2434089.0	2340005.0	318228306.0	317559706.0	86335.3685	173.0	11.7941	0.0182	0.346	96.13473459680398
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_49_11_qualimap_bamqc | Landshut_49_11	/home/santang3/scratch/glue/results/bam/final/Landshut_49_11_merged_sorted_dupsMarked.bam	6106044.0	5873736.0	840914263.0	838902108.0	180041.3793	238.0	13.3121	0.02	0.9142	96.19544176229323
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_49_15_qualimap_bamqc | Landshut_49_15	/home/santang3/scratch/glue/results/bam/final/Landshut_49_15_merged_sorted_dupsMarked.bam	28235967.0	27371957.0	3506311859.0	3498306597.0	139351.0856	154.0	13.188	0.0198	3.8119	96.94003750606451
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_49_19_qualimap_bamqc | Landshut_49_19	/home/santang3/scratch/glue/results/bam/final/Landshut_49_19_merged_sorted_dupsMarked.bam	17541956.0	17107327.0	2255249302.0	2250293413.0	126831.8075	153.0	13.1114	0.0186	2.4518	97.52234585470401
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_49_1_qualimap_bamqc | Landshut_49_1	/home/santang3/scratch/glue/results/bam/final/Landshut_49_1_merged_sorted_dupsMarked.bam	2161210.0	2045911.0	274484727.0	273919255.0	113539.8035	182.0	11.4901	0.019	0.2984	94.6650718810296
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_49_2_qualimap_bamqc | Landshut_49_2	/home/santang3/scratch/glue/results/bam/final/Landshut_49_2_merged_sorted_dupsMarked.bam	6746442.0	6386538.0	901434608.0	899666511.0	109668.85	183.0	13.0313	0.0195	0.98	94.66527689706663
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_49_3_qualimap_bamqc | Landshut_49_3	/home/santang3/scratch/glue/results/bam/final/Landshut_49_3_merged_sorted_dupsMarked.bam	2195174.0	2037868.0	272625106.0	272119016.0	88485.94	175.0	11.6199	0.0186	0.2964	92.83400769141763
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_49_5_qualimap_bamqc | Landshut_49_5	/home/santang3/scratch/glue/results/bam/final/Landshut_49_5_merged_sorted_dupsMarked.bam	1966666.0	1852098.0	259137616.0	258637928.0	119277.601	183.0	11.3807	0.0195	0.2817	94.17450649983272
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_49_8_qualimap_bamqc | Landshut_49_8	/home/santang3/scratch/glue/results/bam/final/Landshut_49_8_merged_sorted_dupsMarked.bam	7910941.0	7733111.0	1085608155.0	1083425418.0	108018.8764	180.0	13.2611	0.0194	1.1802	97.75210054025179
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_4_10_qualimap_bamqc | Landshut_4_10	/home/santang3/scratch/glue/results/bam/final/Landshut_4_10_merged_sorted_dupsMarked.bam	7682370.0	4902022.0	652146931.0	650852509.0	135446.3215	192.0	12.6848	0.0189	0.709	63.80872048599586
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_4_11_qualimap_bamqc | Landshut_4_11	/home/santang3/scratch/glue/results/bam/final/Landshut_4_11_merged_sorted_dupsMarked.bam	9098131.0	8685919.0	1129634898.0	1127376711.0	67454.1736	148.0	12.6411	0.0177	1.2281	95.46926725939646
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_4_12_qualimap_bamqc | Landshut_4_12	/home/santang3/scratch/glue/results/bam/final/Landshut_4_12_merged_sorted_dupsMarked.bam	9022992.0	7534140.0	971703911.0	969975320.0	79188.0037	146.0	12.8268	0.0176	1.0564	83.49935365120572
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_4_13_qualimap_bamqc | Landshut_4_13	/home/santang3/scratch/glue/results/bam/final/Landshut_4_13_merged_sorted_dupsMarked.bam	10253887.0	8873089.0	1217238336.0	1214595669.0	146555.5997	208.0	13.4825	0.0196	1.3233	86.53390660536829
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_4_4_qualimap_bamqc | Landshut_4_4	/home/santang3/scratch/glue/results/bam/final/Landshut_4_4_merged_sorted_dupsMarked.bam	12483096.0	10950753.0	1411321494.0	1408495192.0	87512.9452	164.0	13.073	0.0171	1.5343	87.7246558065403
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_4_5_qualimap_bamqc | Landshut_4_5	/home/santang3/scratch/glue/results/bam/final/Landshut_4_5_merged_sorted_dupsMarked.bam	9985760.0	8725309.0	1160202764.0	1158015660.0	114688.4567	155.0	12.8946	0.0193	1.2613	87.37751558218903
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_4_6_qualimap_bamqc | Landshut_4_6	/home/santang3/scratch/glue/results/bam/final/Landshut_4_6_merged_sorted_dupsMarked.bam	8386634.0	6335356.0	836569984.0	834791044.0	129469.9854	191.0	12.8696	0.0192	0.9095	75.54110504881935
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_4_7_qualimap_bamqc | Landshut_4_7	/home/santang3/scratch/glue/results/bam/final/Landshut_4_7_merged_sorted_dupsMarked.bam	7282375.0	6289279.0	829876133.0	828221245.0	140798.8586	161.0	12.8143	0.0199	0.9022	86.36302030587548
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_4_9_qualimap_bamqc | Landshut_4_9	/home/santang3/scratch/glue/results/bam/final/Landshut_4_9_merged_sorted_dupsMarked.bam	10058326.0	8000877.0	1056004619.0	1053944634.0	109053.7956	158.0	13.1623	0.019	1.148	79.54481690094356
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_50_13_qualimap_bamqc | Landshut_50_13	/home/santang3/scratch/glue/results/bam/final/Landshut_50_13_merged_sorted_dupsMarked.bam	4995112.0	4793496.0	649242774.0	648014706.0	126861.4601	177.0	13.3053	0.0187	0.7058	95.96373414650162
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_50_14_qualimap_bamqc | Landshut_50_14	/home/santang3/scratch/glue/results/bam/final/Landshut_50_14_merged_sorted_dupsMarked.bam	12613564.0	12299707.0	1569534457.0	1566476639.0	90370.7655	136.0	12.8698	0.0183	1.7063	97.51175004939128
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_50_16_qualimap_bamqc | Landshut_50_16	/home/santang3/scratch/glue/results/bam/final/Landshut_50_16_merged_sorted_dupsMarked.bam	5783140.0	5504359.0	760489006.0	758846926.0	142951.257	193.0	12.7665	0.0194	0.8268	95.17941810158496
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_50_19_qualimap_bamqc | Landshut_50_19	/home/santang3/scratch/glue/results/bam/final/Landshut_50_19_merged_sorted_dupsMarked.bam	2575340.0	2392373.0	322925904.0	322305851.0	97967.5905	163.0	11.8754	0.0187	0.3511	92.89542351689487
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_50_20_qualimap_bamqc | Landshut_50_20	/home/santang3/scratch/glue/results/bam/final/Landshut_50_20_merged_sorted_dupsMarked.bam	22701261.0	20203273.0	2584447190.0	2578993950.0	107126.8989	159.0	13.4372	0.0186	2.8097	88.99625884218503
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_50_2_qualimap_bamqc | Landshut_50_2	/home/santang3/scratch/glue/results/bam/final/Landshut_50_2_merged_sorted_dupsMarked.bam	9237968.0	8831277.0	1210273537.0	1207690898.0	121709.4607	195.0	13.3765	0.0188	1.3158	95.59761410734482
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_50_5_qualimap_bamqc | Landshut_50_5	/home/santang3/scratch/glue/results/bam/final/Landshut_50_5_merged_sorted_dupsMarked.bam	4558510.0	4153854.0	575876650.0	574680886.0	128424.5217	189.0	12.6967	0.0188	0.6261	91.1230643346181
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_50_6_qualimap_bamqc | Landshut_50_6	/home/santang3/scratch/glue/results/bam/final/Landshut_50_6_merged_sorted_dupsMarked.bam	8583616.0	7867790.0	1121368478.0	1118933385.0	150425.0646	210.0	13.9518	0.0191	1.2191	91.6605542466019
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_50_8_qualimap_bamqc | Landshut_50_8	/home/santang3/scratch/glue/results/bam/final/Landshut_50_8_merged_sorted_dupsMarked.bam	6114018.0	5764504.0	806145561.0	804532263.0	148568.2011	195.0	13.4518	0.0195	0.8764	94.28339923107848
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_50_9_qualimap_bamqc | Landshut_50_9	/home/santang3/scratch/glue/results/bam/final/Landshut_50_9_merged_sorted_dupsMarked.bam	7191909.0	6813974.0	954843860.0	952695505.0	159518.4771	206.0	13.8575	0.0196	1.0381	94.74499746868321
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_51_10_qualimap_bamqc | Landshut_51_10	/home/santang3/scratch/glue/results/bam/final/Landshut_51_10_merged_sorted_dupsMarked.bam	7343078.0	6853052.0	930962192.0	928996959.0	106245.2273	177.0	13.4465	0.0187	1.0121	93.32669488190102
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_51_13_qualimap_bamqc | Landshut_51_13	/home/santang3/scratch/glue/results/bam/final/Landshut_51_13_merged_sorted_dupsMarked.bam	8883075.0	8134297.0	1076883037.0	1074718254.0	107845.7426	156.0	13.1194	0.019	1.1707	91.5707342333595
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_51_14_qualimap_bamqc | Landshut_51_14	/home/santang3/scratch/glue/results/bam/final/Landshut_51_14_merged_sorted_dupsMarked.bam	15190319.0	14839302.0	1808856625.0	1805596864.0	104482.5611	123.0	12.0721	0.0187	1.9665	97.68920586855351
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_51_15_qualimap_bamqc | Landshut_51_15	/home/santang3/scratch/glue/results/bam/final/Landshut_51_15_merged_sorted_dupsMarked.bam	5773692.0	5013101.0	682634238.0	681167494.0	133705.3026	192.0	13.0896	0.0193	0.7421	86.82660938616054
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_51_16_qualimap_bamqc | Landshut_51_16	/home/santang3/scratch/glue/results/bam/final/Landshut_51_16_merged_sorted_dupsMarked.bam	6292548.0	5466023.0	759399452.0	757672559.0	155036.8684	221.0	13.4111	0.0197	0.8256	86.8650187491617
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_51_2_qualimap_bamqc | Landshut_51_2	/home/santang3/scratch/glue/results/bam/final/Landshut_51_2_merged_sorted_dupsMarked.bam	8735610.0	7481827.0	970386101.0	968506891.0	79838.0715	149.0	13.003	0.0182	1.055	85.64744763101832
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_51_4_qualimap_bamqc | Landshut_51_4	/home/santang3/scratch/glue/results/bam/final/Landshut_51_4_merged_sorted_dupsMarked.bam	7002007.0	6513487.0	821346723.0	819687710.0	94028.2059	143.0	12.5909	0.0183	0.8929	93.0231432216506
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_51_6_qualimap_bamqc | Landshut_51_6	/home/santang3/scratch/glue/results/bam/final/Landshut_51_6_merged_sorted_dupsMarked.bam	9125480.0	8295849.0	1074942906.0	1072693031.0	110539.1804	172.0	13.2434	0.0189	1.1686	90.9086316555403
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_51_7_qualimap_bamqc | Landshut_51_7	/home/santang3/scratch/glue/results/bam/final/Landshut_51_7_merged_sorted_dupsMarked.bam	9491969.0	8848007.0	1140928150.0	1138815745.0	106165.7307	142.0	12.7268	0.0182	1.2404	93.21571741332068
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_51_8_qualimap_bamqc | Landshut_51_8	/home/santang3/scratch/glue/results/bam/final/Landshut_51_8_merged_sorted_dupsMarked.bam	7683633.0	7524101.0	992023137.0	990040676.0	186191.8427	149.0	12.3085	0.0196	1.0785	97.92374258374912
home | santang3 | scratch | glue | results | qc | qualimap | Landshut_5_11_qualimap_bamqc | Landshut_5_11	/home/santang3/scratch/glue/results/bam/final/Landshut_5_11_merged_sorted_dupsMarked.bam	7910019.0	7419619.0	1051624578.0	1049210298.0	216579.8042	288.0	13.3175	0.02	1.1433	93.80026773639861
